id,tweet,label
7307, Hmmm  my Garden. Well it has 2 sections to it.  It starts off with a pond and a patio area  then the first section is long and narrow (ish) and goes all the way to a square shapped holey trellace thing. Its all covered in grass  but then around the edges are flower beds and trees. If you go to the end of the garden and turn left  there is more kind of around the corner  behind our garage. Then it goes onto a raised patio platform thing with a swing chair thing and it goes a little more along the back (length ways). That doesn't make ANY SENSE! Here :) lol http://www.facebook.com/photo.php?pid=11088742&amp;id=750810466 It goes on a bit longer  and goes around the corner a little at the top and bottom. Its an odd shape  so its hard to explain :P,0
7308, My house? Well  my family own 5  but I assume the one that I live in now? Its a detached bungalow with a loft conversion. Its rather cool actually  in the front left and right corners  we have turrets (in my bedroom and the dining room) which make it look slightly like a castle :D My drum kit is in one of the turrets  and I think it fits nicely :)  Then we have a wooden balcony thing overlooking the garden. The Garden is made up of 2 sections really. Its a long stretch of land thing  then at the end  you turn left and it goes back and along slightly  hard to explain really lol.,0
7309, Get up  make a drink. Drink the drink  sort out something to wear  get dressed then wash. Eat some toast  tidy my room and do my make up then hair. Thats about it for the morning :),0
7310, My voice??? Ummm... I have been told my quite a few people  that I have quite a nice voice. I speak quite clearly  and I don't think I really have a regional accent  obviously an English accent  but I don't sound Bristolian or anything (at least I don't think I do). I suppose Im softly spoken  and its been said that I have a slightly lower pitched voice? I dunno lol...,0
7311, My mum does too. Just cant handle your peppermint...,0
7312, I don't think so  but hey hey  I can handle it :P I should probably go to sleep now actually :(,0
7313, REALLY???!??!?!??!?!!? OMG! Thats...bad :/ Still worth having them though  you think? I think that your seat should have them too  and push you up out of the roof. How cooooool would that look?! Car crash (not cool) and you pop out the top! LOL! *tries to stop oneself from laughing at the image* O_O,0
7314, Probably because you microwave it too long. Make it 10 seconds less  and your throat muscles will be fine :),0
7315, What?! No way!! Im glad I didn't get tickets then. How come she pulled out? :(,0
7316, Why not? :) Although I can't promise an answer tonight  I think im too tired and can't really be bothered to use my brain at the moment. Im not even thinking of my answers  just letting my hands do the typing  and this is what is coming out.... :D,0
7318, No I didn't  I was driving. It was last night yeah?,0
7256, BUFFY! I liked both  but I loved the characters in Buffy more :D,0
7255, I don't really have a preference. But if I had to choose  blondes :),0
7254, I have never been to Brighton for a long period of time. For now  Bristol :),0
7194, Definitely a light sleeper. I wake up at the smallest thing  and its crap because I have problems sleeping anyway  so it results in very littttttle sleep :(,0
7195, Not really. Again  because of my insomnia  when I get up  im usually pretty tired  but I tend to snap out of it as time goes on. It's actually annoying  it might be 7 at night  and Im really tired  but by the time it reaches 11 or something  I AM A HYPER LITTLE THING. Rather irritating considering thats normal peoples bedtime-ish...,0
7196, Pretty much yeah lol. With some things  no  but if its shit stuff  YESSSSS! I get distracted easily :P,0
7197, Umm  I would say so yes. I mean  with odd things (eg  shall I try jumping from here to there  but there is a steep drop that I would probably fall down in the middle  then no) but I still like to take some risks with things  otherwise whats the point? Everything would be boring :( Just the usual kind of stuff  I guess its called trying your luck? lol,0
7198, Im not to an extent. I have never seen anything really squeamish in real life  so I only have to base it on TV things. I can watch most things  but there are odd (about 3 times in my life) where I have actually had to look away. A scene from Pathology being one :S Saw 3 being another and The Descent 2 being the last :),0
7199, I don't think I really understand that question o_O,0
7200, Im not no  but I could quite easily give up meat. I do agree with vegetarianism but because I still live with my family  its difficult to live like it :(,0
7201, Not really no lol. Are you?,0
7202, I am VERY sarcastic! I suppose it depends on who I am talking to  because it bounces off more with different people. But generally  yeah DEFINITELY! Are you? :),0
7203, I am indeed :) As of about 10/15 mins ago  but Twitter is over capacity and I can't tweet :( Managed to get out a bit early >>> *does happy dance* :D,0
7204, Im close to certain members of my family yes. I don't really get on too well with my dad or sister  and I do have a pretty small family  so at least that enables us to be a little closer :),0
7205, Im 10 people?! LOL!  RUDDDDDDDEEEEE MUCH!!!! :P,0
7206, Maybeeeee a little ;);),0
7207, Whats 'Shed'?,0
7208, I think im pretty good at making friends  yeah definitely  but I'm not great at making those really close friends you know? I can make friends  that i pass time with  but I wouldn't consider them life changing or that special to me.,0
7209, I try to :) I don't know if I am  but the approach I usually take (in person) is the stupid one lol. I can be really really stupid if  want to be  not like slapstick  I just make stupid comments that generally make people laugh. So  I hope so :) I think you're going to have to ask them  but it is my intention. Unless im pissed off with them  then they don't deserve to be smiling at me lol.,0
7210, With taking or following? Im not great with either  but im not the worst :) I usually end up lost wherever I go  so im pretty much used to getting lost around Bristol and sorting out my semi-crisis  lol.,0
7193, Oh god yes! lol! I love cuddles!!!! <333333! I know you do too  so I don't need to return that question :P,0
7211, Whats up with that?,0
7192, Night  DEFINITELY! Night is when I come aliveeeeeee. In more ways that one ;) haha,0
7190, HAHA! I guess they are! SO  does that mean when we're playing the game &quot;Guess who?&quot; and you say &quot;Does he have facial hair?&quot; the answer would always be &quot;yes&quot; lol. Unless they are facially bald :/,0
7173, If im honest. I am bloody thankful my parents are NOT on Twitter.  As for the questions  I think its slightly wrong that they are even asking them  you think? I shall dodge if need be the really &quot;ahem&quot; ones :P lol,0
7174, Indeed :D,0
7175, *flushed out with a pint of water and loveeeeeeeee* <3333 :),0
7176, CHAMBORD LIQUOR!!! :D Aka rasberry liquor. HEAVENLY!,0
7177, My last answer about birthday dates is  well  if im honest. That helmet wont fit anymore :/,0
7178, Well congrats! Buttttt  I think someone should be doing their homework  am I correct? ;) Not reading all my formspring answers :) But yeah  do a video with some Italian words :P Pleaseeeeee?,0
7179, I agree then. Because Carla does know all. We must agree  she is the lord :),0
7180, Ohhh I see. A nice random playlist you have going there :),0
7181, Im going to need a clue if Im gonna get this. Someone obviously a tad perverted ;) lol!,0
7182, Haha awww! Everyone cool is accident prone  so no worries ;) Im pretty bad too  but that just makes us awesome :P haha,0
7183, Good good good. I will let you know dates and the basic script of shouting...I MEAN PREACHING :P,0
7184, Asking :) Probably because I like to find out things about certain people ;) buttttttttt its hard when you can't think of anything to ask  and you end up coming across like a babbling idiot ;),0
7185, Only my lobes. I want to get a few more done on my ears  just regular ones going up and a scaffold piercing on my right ear  BUT I don't like needles. So its a bit of an issue :( For years  I have wanted my tongue and my lip pierced (in the centre) but again  its a needle :'(,0
7186, Oh thats a secret  I don't think I can be posting that on here ;) haha!,0
7187, HAHAHAHAHAHA!!!! Well  im pretty sensual  so I just find light touches to the skin or something  really relaxing. It might sound cheesy but heyyyyyy  also  neck...works well :P lol,0
7188, House definitely. Depending on Location  but I would say a house :),0
7189, Oh trust me! Im picking ALL the less-naughty ones! LOL! You should see the ones im deleting :S,0
7191, Indeed. Some are made of the same material they make fake eyes out of. I don't mean glass. I mean that rubbery stuff..whats the word? Oh yeah! Blu Tack...,0
7212, No comment.,0
7213, Probably my mum. She is more sensitive  and I think Im a pretty sensitive person. Im like my dad too though  in the sense he gets his mind on something  and likes to stick to it :),0
7214, Errrm  isn't that the same thing? Well  I would say a cook  because I like to experiment a little :) I do like to bake deserts though...hmmm....,0
7237, Probably going to say Skins Filming. Only because it was cool  and I made it that much cooler ;) lol,0
7238, I shall make this my last one before bed :) Its gone 4:15  but its you  so I can't turn you away :P I would say a horror movie  because it enables you to snuggle and get a little closer. BUT nothing that would make me feel sick or anything  like the Saw movies (seen any of them?). Perhaps a psychological horror  something that I would want my partner to stay with me afterwards  to protect me ;) haha. How about you then? :D,0
7239, Chicken :),0
7240, Ummmmm  hard to say. Because there are so many different types of illustration. Probably some work that I did in My Foundation year at Graphics :),0
7241, HELL YESSS! I mean  Im not a huge Beyonce fan (personally) Im not really a fan of her music  but she has to be one of the most talented performers out there :),0
7242, Small :),0
7243, mammals :) They are more reachable. I couldn't live without my cats anymore  and as they are mammals  then mammals :),0
7244, Oh  my room is boring! lol! My bed is really comfy though  right? :),0
7245, hmmm  well everyone has the black one  but the white one could get really dirty and scratched and be really obvious...hmmm. I would say  the white one :) If it gets dirty  buy a new case :),0
7246, Well I don't think anyone is black or white. Everything is kind of mixed  we are all grey in one way or another :),0
7247, Depends on what :) I prefer white toast to burnt  I prefer black clothing to white clothes  and race wise  doesn't matter :),0
7248, WTF!!!! HAHAHAHAHA! Cracking me up. Get it? Get the pun there? ;),0
7249, Films,0
7250, &quot;7 hours ago&quot; I really hope you aren't still bored  therefore my help is not needed :),0
7251, Im good to cure that boredom now :),0
7252, TOASTTTT!!! But it has to be buttered STRAIGHT away  so that it melts in all nicely :),0
7253, Dark room  DEFINITELY! Bright light? Just shows up things that don't need to be there. Plus  with a dark light  makes you anticipate more :) ANTICIPATION IS THE KEY :D,0
7236, Haha! Seriously? What happened???? :P,0
7235, Ohhh I see :( The straight issue. Yeah  we have all been there  it happens to the best of us. With straight people  its not healthy to get hung up on them  so I can see why you want to get it out of your system. Talking through it can help  plus concentrating your feelings on something else can help :) Aka  keeping distracted lol. Literally  try not to think of her like that too. You know? Although its not as hard as that to say I know :(,0
7234, Is Action Man an option? I never had a barbie  I was the Action Man girl :D lol,0
7233, Smut ftw indeedo!!! :P,0
7215, Hmmmm  well it completely depends on how hungry I am.  If im hungry  real food  but I must admit I have a thing for sweet things XD CHEESECAKE!!!!! <333333 My love :D lol I think I prefer sweet things to savory yeah  but only at a push ;),0
7216, I have never really been that political. I voted for the labour party in the local election last year  and im pretty sure they won  but again  I don't really keep up on politics :P,0
7217, Only traditional in the romantic sense :P lol As in  I believe people shouldn't get married unless terribly in love (and not because of arranges or because of children etc)  and to treat your guy/girl with respect and never let them down etc etc etc You know where im going with this lol.,0
7218, IM READY!!!! *takes off gloves  and adjusts seat*,0
7219, I would like to think so yeah :) I would consider myself kind  helpful and caring  which are qualities that I look for in other people if I were making friends :),0
7220, It depends really.  If I wasn't sure how the other person felt  then I would probably leave it until I know that they felt about me like that. If I knew they did  then I could potentially yes  it all depends on the moment and things :),0
7221, Hmmm  I am pretty ticklish yes :P Down the sides of my stomach I am VERY VERY VERY ticklish! Any soft movements there and I squirm  haha! Im quite ticklish on my feet too  and underarms  but thats probably normal :) Are you at all?,0
7222, No. My name is Earl :) well  not really watching  but its on in the background. My TV never leaves E4. No specific reason really ;) I can never be assed to change the channel :P,0
7338, Umm  well I wouldn't say that I really believe in them  but I don't like to take my chances either lol. As for the stepping on cracks  or walking under a ladder  thats probably bull crap  but still  little things like &quot;swearing on someones life&quot; or smashing a mirror  I get a little creaped at :P How about you?,0
7223, Last time I checked  I was ALL female :),0
7225, the sphere?,0
7226, HAHA! Well  Im not a lover of the Over the top dresses  so I would want to wear a dress  but a kind of plain-ish one  and my fiance could wear whatever they wanted to wear. As long as they were happy  I would be happy :),0
7227, We are always good enough. To strive for something that may or may not happen  it means you are pretty likely to be disappointed by the results. All in all  don't try to change  you would never be disappointed  and would even be happier with something that you MAY have always wanted. Who knows :),0
7228, I don't think they is really such thing as normal. But if I was to attempt to define it  then &quot;Normal could be defined as something that is socially acceptable  and would be considered 'the norm'. Its something that the majority of people live by. Anything different would be considered &quot;unusual&quot; therefore  not normal&quot;...,0
7229, Hmmm  Snog Kathryn Prescott  Marry You (:P) and Avoid My sister :P,0
7230, Nah its okay. No problem :) Its why I don't sleep around like some of my friends do. I don't believe in it :),0
7231, Love you toooooo! The love is back!!!! <3333333 XD,0
7232, body odour. Bad breath  really puts me off lol,0
7224, You only just noticed? ;),0
7339, Umm  I don't know what I believe really. I think there is more to life than this though. Than living  dying  the end. I just don't know what.,0
7340, I would like to believe in those things  it is a really nice thought. However  there are some people who seem to get the good things happen to them constantly  no matter of how they treat others. So  No :(,0
7341, I suppose this is kind of the same as my last,0
7449, Yes. But in an odd sense  they also remind you that you are so fragile and anything can be a turning point in your life  and I don't just mean physically :),0
7450, No  of course not :) Do you mean with myself or in a partner or friend? If im talking partners  then I actually prefer someone who is a shorter than me. Only because I like to be protective and look after my loved one  so if they're shorter than me  I can envelope them :D lol,0
7451, Bother me? Its how you become a celebrity today ;) Don't do things by yourself  its who you date or marry that make you famous :P lol,0
7452, No. The act of sex  in a relationship is a big part of showing your love for someone  its about sharing a connection  you know? Sex however  isn't love  and anyone who think so  should be shot :P,0
7453, Haha  it depends on what you are talking about ;) lol For some people I suppose it does  but with me  it really doesnt. With everything I mean  any certain...parts  doesn't matter  height of a partner or friend  doesn't matter  So no. Size  in anything  I don't give a shit :),0
7454, DOLPHINS DON'T KILL OR EAT YOU :),0
7455, Only ones that come into my restaurant and end up in the section that Im serving  yes.,0
7456, OMG! You know when he is looking and singing through the letterbox? I think someone should have been the other side of it with a twig. That would have gone down nicely with a twig in the eye ;),0
7457, Window :) For example  your lover coming in through the window <33333 lol,0
7458, HAHA! Your answer to this question made me laugh! The car that I really wanted  (before I settled with mine) was a 5 dr Toyota Rav 4 :P In light metallic blue with grey bumpers! Made me laugh that we wanted the same one lol!  So anyway  my dream car  do you mean affordable or in a dream world? I will say both :) If money wasn't an option  I would probably choose something like a porshe Carrera GT Cabriolet  only because <333333333 But in the real world  I am happy to say I own my dream car :D A New Beetle Cabriolet. I have it in light metallic blue and have blue and white flowers/birds down the side. If I could change the colour  I would. I LOVEEEEEEE the dark metallic navy one  with the cream leather. I would actually jizz if I ever bought one like that! LOL! It costed me just over u00a37 000 and that was a lot of money for me having just turned 19  but I saved up and managed to get it :) The insurance is a bitch though  but luckily its fairly economical to run :) I also really wanted to own a Jeep Wrangler Golden Eagle in Black  but they came out last year I think  and its far too much money for me to spend on a car. Besides  they devalue really easily  and rust quite badly :(,0
7459, Well if you mean the legal kind  then gooood! Because they are there to help you  if you mean the illegal kind  not good  although I can see why people give into them unfortunately :(,0
7460, right...,0
7461, Same thing :P lol!,0
7462, HAHAHAHA! Thats defense right there :P,0
7463, Even. At least everyone has a pair :),0
7464, No  but I have never really been in a serious relationship  so I guess the two don't go together?,0
7465, I just Loled! Im worried about you. I really am.,0
7448, I work at the moment  but I do independent projects on the side. I have a place at Brighton Film School for september  so I will return to education then :),0
7466, Yes  far too many :S All with my sister though LOL! Its been UGLYYYYYY! Although  I Was at school  and I got into a fight with my best friend over something. I can't even remember what is was about. No one was hurt  but it involved bottles of fruit juice being trown at each other. Pretty funny looking back  not at the time seeing as I was a walking insect trap...,0
7447, I think I have worn them when I have driven somewhere to pick someone up. But I never got out of the car  and I think it was only once. Thats not too bad right? :),0
7445, Well I assume you mean bag? Because a purse over here  is like a wallet lol. In which case  I do yes :) Sometimes if Im just popping out for 10 minutes or something  then no  but it depends on where I am going and what I need to take :),0
7427, I guess. But none right now :),0
7428, Everyone from leicester is 'onit' for everyone. It clouds my judgement  so yes :) I ship you all with all all. How entertaining :P,0
7429, It has a certain ring to it ;) lol,0
7430, oh hell yeah! Real people just extend our shipping abilities :),0
7431, Oh god no!!! I can't STAND smoking! The smell of it  the taste of it...its a no no. How about you?,0
7432, I don't know lol. It's been a while since anyone has been able to let me know. I don't think I snore though  because I have been on holiday with family  and no one complained about any snoring  only from my father  but I think thats just dads in general :P,0
7433, Sometimes I guess  but isn't everyone? If I do  I always have a valid reason :),0
7434, HAHA! It's funny you asked that actually! I do yes  and when I Was at the Lady Gaga gig  there was a curtain that came down in front of the stage  and video was projected onto the curtain. Because I was RIGHT at the front  I was looking directly up to it  and when I started screaming  I could feel my tonsils vibrating in the back of my throat lol!! I thought I was swallowing them! HAHAHA! Not a nice feeling :S,0
7436, LONG SHOWERS!!! I don't know how its possible to take a short shower lol. The hot water and steam? Mmmmm :),0
7437, I prefer showers at night  okay because it gets me all cosy for bed and stuffffff. Besides  showers in the morning are usually COLDDDDD :(,0
7438, Oh yes definitely. Well  I know that they make every girl want to have their own price charming. The princes in fairytales  don't exist in real life  or at least not very often  so to think 'the girl always gets the perfect prince' isn't a very good representation of real life :(,0
7439, Do you ever not look cool? Is it possible?,0
7440, I like yours purple  only because you still look like you. Louse looked like some random devil being thing :/,0
7441, No they aren't. You perhaps aren't looking in the right places :) You will find her  she is out there somewhere :),0
7442, No :P It gets harder  but there are always things to find out. Perhaps a limit to things you want to know  but hey ho....its a challenge :P,0
7443, I don't think im sexy at all! lol I don't have very much confidence  and I think the biggest part of being sexy  is exerting a body confidence.  I suppose that can change in time  but for the moment. No lol.,0
7444, I think I trust FAR too easily! It means I tend to get hurt more than people who don't let people in. What does it gain you in the end though? Nothing :(,0
7446, Yeah I definitely want kids. I don't know when or how  (obviously it cant be the traditional way) but I would only want them when Im settled in a steady relationship  with a heathy income  and im able to look after them. I have no preference over a girl or a boy  but whenever the time is right  either would be fantastic :),0
7467, Not yet no lol,0
7468, I have yeah  a few times actually. Im not the biggest fan of clowns though so I don't know why :/,0
7469, I have yes  2 times actually. Once with friends (college) and once with my family. I enjoyed the first one more  obviously ;) But I was too young to really go out and enjoy myself :( I still am too young to drink over there  but heyyy  I'm in England. I can make up for it here :),0
7492, Ohhhh! Well V-Card was like  &quot;Valentines Card&quot; or thats what everyone used as short  then it was Virgin Card  and I was like &quot;the credit card?&quot; :/ Okay okay okay  got it now! LOL! Well  I wish I was. Does that explain?,0
7493, Burping lol. THATS RANDOM! :P,0
7494, Dolphin :D But that would be a taddddd difficult ;),0
7495, Ummmm  domestically or in general? Well I LOVE dolphins  they are just so beautiful and graceful :) as for domestically  I actually wasn't a cat person  but I have to say cats now  only because I love mine too much <333333,0
7496, Cadburys :) or Nestle. Probably equal :),0
7497, The Descent :) (first one  second doesn't even come into it).,0
7498, Probablyyyyyy homemade Lasagne :) I LOVEEEE IT! and homemade is just bravissimo! :D,0
7499, Ummmm  depends on what mood im in  but I would say rock or acoustic or something :) Im quite into Electronic but I do need to be in a certain mood for that :) Easy listening stuff would do me :),0
7500, I have been on  or want to take? The favourite holiday I have taken  would have to be the first time when I went to Orlando with my family. I was pretty young  about 10 or something  and well  a kid let loose in Orlando? CAUSES A RIOT ;) lol,0
7501, Lilies :D The Tiger Lily is just <3 :D,0
7502, Hmmm  I don't know if I have one  but I have a least favourite month? I HATE January  only because the hype of Christmas is over  and everyone makes so many things about the new year  which usually gets broken within the first week lol. Besides  this year  January really wasn't a good month :( So  best would be  June? BECAUSE ITS WHEN WE GET HEAT! Hopefully...lol,0
7503, Hmmm  probably now  because my parents have gone to bed  and I can do what I want to without getting moaned at :D WOOP! No one needs the moaning :P,0
7504, Probably now :) Because its when my family go to bed  and I have free reign of the house! Mwah ha ha ha ha ha...,0
7505, Australian  I just love it XD,0
7506, I don't actually read all that often  I get distracted easily so my attention span can be short on things unless im really into it :) I tend to read informational books though (that makes me sound like a geek  but buggar it! GEEKS ARE IN! :D),0
7507, I didn't really understand most of this question  but I will salvage what I can from it lol. Favourite colour  I would say blue :) Favourite colour to wear is probably dark grey. Only because it goes with my hair AMAZINGLY :D In jewellery  I would say perhaps dark blue and gold? I know blue and yellow technically contrast  but what can I say? I love them together :D,0
7508, Salt n Vinegar! :D Although  I have always thought they taste exactly the same as Pickled onion. Hmmm  I could be wrong...,0
7491, I am confuseddddd (doesn't help that I don't answer them in order does it? :P),0
7490, Hmmm  its more difficult when answering it isn't it? haha Would I... Of course :) If you wanted to  indeed :D I live to please (not like that HAHA) people  so its nice to make others happy :D,0
7489, Ummm  I don't know  I really don't keep track lol. Im always telling my family that I love them  because I think its VERY important for someone to be reminded of how they feel  especially seeing as you don't know what can happen from one day to the next.  Including romantic love  a little while lol.,0
7488, Yeah  I have done on occasion. Usually while drunk or out of it of sorts lol... Joking  but yeah  I have.,0
7470, I don't think I have no  well unless that includes Skull? lol. I broke my skull open once :/ Wasn't pretty :(,0
7471, I don't think I have no  but I have been broken in the past  but its all about getting back up again :),0
7472, No  I don't think so. Thank God. You?,0
7473, I can't say that I have no  even if the house was empty  no thanks :) I like wearing clothes  lets stick to that :),0
7474, No lol. All the floors in my house (apart from the upstairs  but I never really go up there anyway) are wooden or tiled  so its not the nicest and most comfortable place to fall asleep :S I don't think I have done it while drunk either. If im drunk  and I eventually go to bed  I actually have real problems getting to sleep (not that I don't anyway lol). But I can't switch off :( and not because the room is spinning or anything  just can't get to sleep :( Then I wake up extra early  all in all  pretty sucky :P,0
7475, Yes  many times. But I think everyone has those feelings. The ones where you're like. &quot;Is that normal?&quot;  but by saying that  makes you normal  because everyone has their insecurities  its just about opening up about them :),0
7476, No lol. Crazy golf  hell yeah! but not the standard &quot;lets stand and decide on which direction to hit our ball in before deciding which bag of clubs to use&quot; type :P,0
